(0,10),(1,16),(2,8),(3,12),(4,13),(5,9),(6,10),(7,10),(8,8),(9,7),(10,14),(11,11),(12,10),(13,10),(14,13),(15,15),(16,9),(17,9),(18,9),(19,11),(20,7),(21,18),(22,12),(23,10),(24,8),(25,9),(26,9),(27,17),(28,11),(29,3),(30,10),(31,10),(32,14),(33,11),(34,10),(35,6),(36,9),(37,12),(38,8),(39,11),(40,11),(41,11),(42,13),(43,8),(44,13),(45,8),(46,12),(47,10),(48,8),(49,13),(50,9),(51,13),(52,14),(53,17),(54,2),(55,8),(56,7),(57,8),(58,12),(59,9),(60,8),(61,7),(62,9),(63,10),(64,5),(65,19),(66,8),(67,11),(68,8),(69,10),(70,7),(71,10),(72,13),(73,7),(74,13),(75,14),(76,10),(77,6),(78,7),(79,6),(80,13),(81,5),(82,10),(83,9),(84,6),(85,12),(86,14),(87,7),(88,13),(89,5),(90,8),(91,10),(92,12),(93,9),(94,10),(95,9),(96,9),(97,11),(98,9),(99,6)
(0,9),(1,10),(2,10),(3,11),(4,14),(5,8),(6,7),(7,11),(8,16),(9,12),(10,8),(11,7),(12,10),(13,14),(14,12),(15,14),(16,9),(17,10),(18,9),(19,14),(20,11),(21,8),(22,16),(23,13),(24,11),(25,10),(26,10),(27,7),(28,11),(29,4),(30,12),(31,9),(32,11),(33,8),(34,9),(35,9),(36,6),(37,13),(38,10),(39,13),(40,16),(41,12),(42,9),(43,14),(44,18),(45,13),(46,9),(47,8),(48,13),(49,12),(50,12),(51,4),(52,3),(53,5),(54,15),(55,8),(56,11),(57,11),(58,15),(59,8),(60,3),(61,11),(62,9),(63,9),(64,14),(65,8),(66,8),(67,8),(68,7),(69,7),(70,10),(71,5),(72,13),(73,8),(74,10),(75,4),(76,9),(77,6),(78,11),(79,5),(80,11),(81,7),(82,11),(83,14),(84,6),(85,9),(86,14),(87,11),(88,8),(89,8),(90,13),(91,8),(92,12),(93,5),(94,11),(95,8),(96,14),(97,11),(98,10),(99,12)
(0,12),(1,13),(2,6),(3,11),(4,11),(5,14),(6,2),(7,8),(8,7),(9,15),(10,10),(11,10),(12,10),(13,5),(14,18),(15,15),(16,13),(17,7),(18,8),(19,7),(20,14),(21,14),(22,11),(23,9),(24,8),(25,8),(26,8),(27,15),(28,3),(29,12),(30,9),(31,12),(32,11),(33,8),(34,11),(35,9),(36,5),(37,10),(38,7),(39,11),(40,9),(41,14),(42,12),(43,15),(44,8),(45,9),(46,15),(47,13),(48,5),(49,7),(50,10),(51,6),(52,11),(53,11),(54,8),(55,15),(56,8),(57,13),(58,7),(59,13),(60,9),(61,6),(62,10),(63,9),(64,12),(65,11),(66,6),(67,8),(68,13),(69,7),(70,11),(71,10),(72,5),(73,13),(74,13),(75,9),(76,7),(77,13),(78,13),(79,9),(80,10),(81,10),(82,8),(83,14),(84,9),(85,7),(86,10),(87,10),(88,13),(89,13),(90,11),(91,10),(92,8),(93,11),(94,7),(95,7),(96,11),(97,11),(98,10),(99,10)
(0,15),(1,12),(2,7),(3,4),(4,14),(5,6),(6,15),(7,9),(8,15),(9,8),(10,12),(11,7),(12,13),(13,9),(14,12),(15,6),(16,10),(17,11),(18,10),(19,11),(20,10),(21,13),(22,15),(23,12),(24,6),(25,11),(26,8),(27,8),(28,6),(29,13),(30,10),(31,11),(32,9),(33,15),(34,14),(35,12),(36,12),(37,9),(38,4),(39,9),(40,6),(41,7),(42,8),(43,11),(44,5),(45,9),(46,13),(47,10),(48,9),(49,9),(50,7),(51,8),(52,9),(53,11),(54,12),(55,9),(56,13),(57,14),(58,15),(59,19),(60,5),(61,10),(62,5),(63,6),(64,11),(65,13),(66,12),(67,9),(68,5),(69,10),(70,9),(71,17),(72,7),(73,11),(74,9),(75,8),(76,7),(77,9),(78,12),(79,9),(80,13),(81,7),(82,10),(83,11),(84,5),(85,10),(86,8),(87,10),(88,6),(89,10),(90,4),(91,8),(92,6),(93,14),(94,9),(95,17),(96,16),(97,14),(98,14),(99,7)
(0,15),(1,5),(2,9),(3,8),(4,9),(5,9),(6,15),(7,7),(8,6),(9,18),(10,11),(11,16),(12,8),(13,8),(14,8),(15,7),(16,12),(17,12),(18,7),(19,11),(20,8),(21,9),(22,12),(23,10),(24,12),(25,5),(26,7),(27,10),(28,15),(29,10),(30,9),(31,6),(32,8),(33,17),(34,7),(35,3),(36,9),(37,14),(38,10),(39,14),(40,11),(41,14),(42,21),(43,8),(44,9),(45,18),(46,7),(47,14),(48,8),(49,9),(50,9),(51,12),(52,16),(53,6),(54,9),(55,11),(56,8),(57,8),(58,9),(59,17),(60,14),(61,6),(62,11),(63,7),(64,5),(65,14),(66,8),(67,9),(68,7),(69,13),(70,6),(71,8),(72,14),(73,12),(74,9),(75,8),(76,15),(77,8),(78,10),(79,3),(80,6),(81,9),(82,15),(83,10),(84,12),(85,9),(86,10),(87,8),(88,11),(89,5),(90,8),(91,9),(92,11),(93,11),(94,11),(95,8),(96,7),(97,8),(98,16),(99,9)
(0,16),(1,8),(2,9),(3,13),(4,4),(5,10),(6,8),(7,4),(8,5),(9,18),(10,9),(11,8),(12,9),(13,9),(14,7),(15,9),(16,15),(17,12),(18,9),(19,13),(20,10),(21,15),(22,7),(23,9),(24,18),(25,8),(26,9),(27,8),(28,10),(29,12),(30,17),(31,13),(32,14),(33,10),(34,15),(35,5),(36,9),(37,11),(38,9),(39,7),(40,5),(41,10),(42,12),(43,11),(44,14),(45,13),(46,7),(47,4),(48,6),(49,8),(50,3),(51,8),(52,6),(53,6),(54,11),(55,9),(56,7),(57,12),(58,13),(59,13),(60,6),(61,13),(62,8),(63,9),(64,11),(65,7),(66,8),(67,15),(68,13),(69,10),(70,8),(71,8),(72,11),(73,8),(74,7),(75,15),(76,9),(77,4),(78,12),(79,11),(80,20),(81,12),(82,8),(83,8),(84,7),(85,13),(86,10),(87,9),(88,8),(89,12),(90,9),(91,15),(92,11),(93,11),(94,15),(95,9),(96,15),(97,8),(98,7),(99,11)
(0,6),(1,10),(2,8),(3,8),(4,15),(5,5),(6,13),(7,10),(8,12),(9,8),(10,8),(11,9),(12,11),(13,5),(14,13),(15,5),(16,11),(17,12),(18,5),(19,6),(20,12),(21,10),(22,13),(23,12),(24,15),(25,6),(26,6),(27,11),(28,9),(29,10),(30,8),(31,13),(32,10),(33,6),(34,12),(35,10),(36,7),(37,10),(38,7),(39,8),(40,16),(41,8),(42,11),(43,7),(44,8),(45,10),(46,9),(47,7),(48,8),(49,13),(50,6),(51,8),(52,9),(53,16),(54,7),(55,13),(56,11),(57,7),(58,14),(59,14),(60,11),(61,17),(62,10),(63,8),(64,10),(65,12),(66,17),(67,10),(68,8),(69,8),(70,8),(71,7),(72,10),(73,10),(74,13),(75,14),(76,8),(77,11),(78,17),(79,8),(80,12),(81,14),(82,9),(83,7),(84,8),(85,12),(86,16),(87,8),(88,9),(89,9),(90,15),(91,6),(92,9),(93,3),(94,15),(95,14),(96,8),(97,9),(98,12),(99,11)
(0,10),(1,8),(2,4),(3,10),(4,7),(5,8),(6,10),(7,12),(8,7),(9,8),(10,10),(11,12),(12,11),(13,11),(14,8),(15,11),(16,8),(17,9),(18,9),(19,6),(20,10),(21,8),(22,13),(23,9),(24,10),(25,16),(26,8),(27,9),(28,11),(29,10),(30,11),(31,5),(32,10),(33,6),(34,8),(35,9),(36,12),(37,12),(38,12),(39,14),(40,13),(41,15),(42,11),(43,11),(44,5),(45,8),(46,6),(47,9),(48,11),(49,11),(50,11),(51,8),(52,6),(53,7),(54,6),(55,9),(56,11),(57,12),(58,11),(59,10),(60,11),(61,10),(62,11),(63,12),(64,11),(65,20),(66,9),(67,7),(68,14),(69,13),(70,9),(71,11),(72,7),(73,8),(74,10),(75,11),(76,14),(77,9),(78,12),(79,12),(80,10),(81,9),(82,6),(83,8),(84,15),(85,15),(86,9),(87,12),(88,9),(89,5),(90,11),(91,13),(92,6),(93,10),(94,13),(95,11),(96,15),(97,11),(98,10),(99,8)
(0,8),(1,15),(2,13),(3,10),(4,11),(5,15),(6,12),(7,11),(8,15),(9,5),(10,8),(11,11),(12,10),(13,9),(14,16),(15,4),(16,11),(17,8),(18,10),(19,8),(20,9),(21,10),(22,7),(23,8),(24,14),(25,15),(26,17),(27,10),(28,5),(29,7),(30,8),(31,14),(32,11),(33,9),(34,12),(35,6),(36,15),(37,8),(38,16),(39,19),(40,8),(41,10),(42,13),(43,12),(44,9),(45,10),(46,6),(47,7),(48,12),(49,11),(50,6),(51,14),(52,10),(53,11),(54,15),(55,11),(56,6),(57,5),(58,8),(59,9),(60,9),(61,8),(62,12),(63,11),(64,15),(65,6),(66,11),(67,5),(68,14),(69,9),(70,7),(71,12),(72,4),(73,6),(74,9),(75,9),(76,12),(77,11),(78,9),(79,8),(80,9),(81,13),(82,5),(83,8),(84,8),(85,7),(86,7),(87,12),(88,14),(89,5),(90,13),(91,13),(92,12),(93,6),(94,8),(95,8),(96,11),(97,12),(98,8),(99,11)
(0,12),(1,8),(2,9),(3,12),(4,8),(5,11),(6,11),(7,9),(8,7),(9,9),(10,10),(11,8),(12,12),(13,12),(14,8),(15,13),(16,10),(17,14),(18,8),(19,11),(20,13),(21,14),(22,11),(23,8),(24,10),(25,7),(26,6),(27,10),(28,8),(29,10),(30,9),(31,13),(32,5),(33,7),(34,9),(35,13),(36,8),(37,10),(38,7),(39,14),(40,16),(41,8),(42,19),(43,6),(44,7),(45,10),(46,10),(47,13),(48,6),(49,10),(50,15),(51,3),(52,12),(53,11),(54,7),(55,6),(56,8),(57,9),(58,7),(59,21),(60,8),(61,9),(62,10),(63,13),(64,9),(65,12),(66,9),(67,14),(68,12),(69,14),(70,15),(71,14),(72,8),(73,7),(74,6),(75,8),(76,7),(77,10),(78,7),(79,6),(80,16),(81,9),(82,12),(83,15),(84,6),(85,11),(86,11),(87,11),(88,8),(89,8),(90,11),(91,6),(92,10),(93,9),(94,14),(95,13),(96,5),(97,12),(98,12),(99,5)
